"film_id","inventory_id","title","last_rent"
265,1189,"Dying Maker","17 days 45:19:00"
265,1191,"Dying Maker","12 days 88:02:00"
265,1190,"Dying Maker","13 days 13:44:00"
266,1197,"Dynamite Tarzan","18 days 61:21:00"
266,1195,"Dynamite Tarzan","17 days 06:23:00"
266,1198,"Dynamite Tarzan","13 days 50:08:00"
266,1196,"Dynamite Tarzan","14 days 03:40:00"
266,1192,"Dynamite Tarzan","12 days 50:26:00"
266,1193,"Dynamite Tarzan","11 days 45:24:00"
266,1194,"Dynamite Tarzan","11 days 25:06:00"
266,1199,"Dynamite Tarzan","9 days 29:34:00"
267,1201,"Eagles Panky","23 days 71:39:00"
267,1203,"Eagles Panky","23 days 36:33:00"
267,1200,"Eagles Panky","19 days 38:46:00"
267,1204,"Eagles Panky","19 days 10:16:00"
267,1205,"Eagles Panky","11 days 21:03:00"
267,1202,"Eagles Panky","9 days 23:38:00"
268,1206,"Early Home","22 days 63:29:00"
268,1207,"Early Home","17 days 23:41:00"
269,1213,"Earring Instinct","22 days 46:39:00"
269,1208,"Earring Instinct","20 days 75:01:00"
269,1211,"Earring Instinct","15 days 46:24:00"
269,1209,"Earring Instinct","11 days 43:27:00"
269,1210,"Earring Instinct","8 days 43:23:00"
269,1212,"Earring Instinct","9 days 05:49:00"
270,1219,"Earth Vision","26 days 24:40:00"
270,1218,"Earth Vision","22 days 36:13:00"
270,1214,"Earth Vision","19 days 11:21:00"
270,1220,"Earth Vision","16 days 43:42:00"
270,1216,"Earth Vision","13 days 26:59:00"
270,1215,"Earth Vision","12 days 24:49:00"
270,1217,"Earth Vision","9 days 07:59:00"
271,1221,"Easy Gladiator","30 days 50:56:00"
271,1222,"Easy Gladiator","28 days 68:56:00"
271,1223,"Easy Gladiator","26 days 36:57:00"
271,1224,"Easy Gladiator","25 days 48:00:00"
271,1225,"Easy Gladiator","18 days 66:08:00"
272,1227,"Edge Kissing","22 days 75:50:00"
272,1229,"Edge Kissing","20 days 48:10:00"
272,1226,"Edge Kissing","16 days 42:33:00"
272,1228,"Edge Kissing","8 days 28:24:00"
273,1235,"Effect Gladiator","30 days 87:05:00"
273,1230,"Effect Gladiator","28 days 57:37:00"
273,1231,"Effect Gladiator","19 days 61:33:00"
273,1236,"Effect Gladiator","16 days 85:07:00"
273,1233,"Effect Gladiator","15 days 06:53:00"
273,1232,"Effect Gladiator","9 days 29:09:00"
273,1234,"Effect Gladiator","5 days 43:23:00"
274,1242,"Egg Igby","29 days 15:18:00"
274,1241,"Egg Igby","18 days 62:14:00"
274,1237,"Egg Igby","16 days 27:46:00"
274,1238,"Egg Igby","14 days 45:50:00"
274,1240,"Egg Igby","13 days 38:52:00"
274,1239,"Egg Igby","13 days 28:24:00"
274,1243,"Egg Igby","9 days 47:33:00"
275,1247,"Egypt Tenenbaums","32 days 18:33:00"
275,1245,"Egypt Tenenbaums","25 days 31:11:00"
275,1246,"Egypt Tenenbaums","17 days 43:34:00"
275,1244,"Egypt Tenenbaums","12 days 49:47:00"
275,1248,"Egypt Tenenbaums","11 days 06:45:00"
276,1251,"Element Freddy","16 days 25:19:00"
276,1252,"Element Freddy","12 days 66:21:00"
276,1250,"Element Freddy","11 days 24:25:00"
276,1249,"Element Freddy","9 days 22:58:00"
277,1254,"Elephant Trojan","26 days 55:26:00"
277,1253,"Elephant Trojan","20 days 36:19:00"
277,1255,"Elephant Trojan","13 days 44:32:00"
278,1257,"Elf Murder","16 days 70:13:00"
278,1256,"Elf Murder","4 days 41:57:00"
279,1259,"Elizabeth Shane","26 days 83:08:00"
279,1258,"Elizabeth Shane","15 days 69:16:00"
280,1264,"Empire Malkovich","27 days 64:26:00"
280,1265,"Empire Malkovich","24 days 08:58:00"
280,1261,"Empire Malkovich","22 days 46:15:00"
280,1263,"Empire Malkovich","15 days 52:28:00"
280,1260,"Empire Malkovich","14 days 21:19:00"
280,1262,"Empire Malkovich","13 days 08:33:00"
281,1269,"Encino Elf","17 days 24:58:00"
281,1266,"Encino Elf","15 days 49:47:00"
281,1267,"Encino Elf","14 days 27:36:00"
281,1271,"Encino Elf","13 days 44:49:00"
281,1268,"Encino Elf","9 days 27:04:00"
281,1270,"Encino Elf","8 days 14:14:00"
282,1277,"Encounters Curtain","28 days 31:39:00"
282,1272,"Encounters Curtain","19 days 47:16:00"
282,1273,"Encounters Curtain","16 days 65:36:00"
282,1274,"Encounters Curtain","11 days 38:43:00"
282,1275,"Encounters Curtain","3 days 62:03:00"
282,1276,"Encounters Curtain","3 days 39:04:00"
283,1278,"Ending Crowds","25 days 29:09:00"
283,1279,"Ending Crowds","11 days 43:01:00"
283,1280,"Ending Crowds","11 days 23:04:00"
284,1286,"Enemy Odds","31 days 47:05:00"
284,1287,"Enemy Odds","23 days 89:10:00"
284,1281,"Enemy Odds","26 days 09:53:00"
284,1283,"Enemy Odds","21 days 67:42:00"
284,1282,"Enemy Odds","12 days 47:42:00"
284,1284,"Enemy Odds","11 days 42:28:00"
284,1285,"Enemy Odds","4 days 43:42:00"
285,1290,"English Bulworth","25 days 67:57:00"
285,1288,"English Bulworth","23 days 67:46:00"
285,1291,"English Bulworth","23 days 49:16:00"
285,1294,"English Bulworth","18 days 74:10:00"
285,1292,"English Bulworth","18 days 52:16:00"
285,1293,"English Bulworth","19 days 20:15:00"
285,1289,"English Bulworth","12 days 44:40:00"
286,1298,"Enough Raging","25 days 62:21:00"
286,1299,"Enough Raging","21 days 62:43:00"
286,1296,"Enough Raging","22 days 15:03:00"
286,1295,"Enough Raging","10 days 22:11:00"
286,1297,"Enough Raging","9 days 26:07:00"
287,1300,"Entrapment Satisfaction","40 days 17:32:00"
287,1303,"Entrapment Satisfaction","27 days 36:31:00"
287,1302,"Entrapment Satisfaction","11 days 44:53:00"
287,1301,"Entrapment Satisfaction","9 days 23:53:00"
288,1304,"Escape Metropolis","21 days 87:08:00"
288,1306,"Escape Metropolis","23 days 28:56:00"
288,1305,"Escape Metropolis","18 days 63:04:00"
288,1308,"Escape Metropolis","17 days 55:06:00"
288,1307,"Escape Metropolis","15 days 43:07:00"
288,1309,"Escape Metropolis","9 days 42:31:00"
289,1311,"Eve Resurrection","24 days 23:02:00"
289,1310,"Eve Resurrection","11 days 05:38:00"
290,1313,"Everyone Craft","19 days 62:31:00"
290,1314,"Everyone Craft","14 days 48:34:00"
290,1312,"Everyone Craft","7 days 46:37:00"
291,1318,"Evolution Alter","21 days 30:39:00"
291,1315,"Evolution Alter","18 days 47:48:00"
291,1317,"Evolution Alter","11 days 49:33:00"
291,1316,"Evolution Alter","7 days 04:44:00"
292,1321,"Excitement Eve","30 days 53:38:00"
292,1319,"Excitement Eve","17 days 57:45:00"
292,1323,"Excitement Eve","14 days 50:36:00"
292,1324,"Excitement Eve","12 days 68:14:00"
292,1320,"Excitement Eve","10 days 01:15:00"
292,1322,"Excitement Eve","6 days 39:21:00"
293,1326,"Exorcist Sting","17 days 89:32:00"
293,1325,"Exorcist Sting","15 days 23:28:00"
293,1327,"Exorcist Sting","14 days 06:32:00"
293,1329,"Exorcist Sting","10 days 25:11:00"
293,1328,"Exorcist Sting","5 days 25:03:00"
294,1334,"Expecations Natural","28 days 86:50:00"
294,1330,"Expecations Natural","26 days 32:44:00"
294,1331,"Expecations Natural","14 days 33:19:00"
294,1332,"Expecations Natural","10 days 39:51:00"
294,1333,"Expecations Natural","9 days 06:08:00"
295,1337,"Expendable Stallion","27 days 69:26:00"
295,1342,"Expendable Stallion","24 days 67:41:00"
295,1339,"Expendable Stallion","17 days 28:40:00"
295,1335,"Expendable Stallion","15 days 24:24:00"
295,1336,"Expendable Stallion","13 days 46:45:00"
295,1338,"Expendable Stallion","11 days 78:16:00"
295,1341,"Expendable Stallion","12 days 26:47:00"
295,1340,"Expendable Stallion","9 days 47:10:00"
296,1343,"Express Lonely","23 days 38:47:00"
296,1344,"Express Lonely","16 days 63:09:00"
296,1345,"Express Lonely","5 days 26:13:00"
296,1346,"Express Lonely","5 days 06:02:00"
297,1347,"Extraordinary Conquerer","26 days 09:34:00"
297,1348,"Extraordinary Conquerer","3 days 42:43:00"
298,1349,"Eyes Driving","25 days 69:44:00"
298,1352,"Eyes Driving","20 days 85:39:00"
298,1350,"Eyes Driving","19 days 26:33:00"
298,1353,"Eyes Driving","10 days 43:28:00"
298,1351,"Eyes Driving","10 days 28:55:00"
299,1356,"Factory Dragon","16 days 75:14:00"
299,1357,"Factory Dragon","15 days 07:05:00"
299,1355,"Factory Dragon","13 days 50:22:00"
299,1354,"Factory Dragon","10 days 71:39:00"
300,1359,"Falcon Volume","21 days 33:28:00"
300,1361,"Falcon Volume","21 days 33:08:00"
300,1363,"Falcon Volume","18 days 70:54:00"
300,1362,"Falcon Volume","12 days 24:23:00"
300,1358,"Falcon Volume","11 days 19:54:00"
300,1360,"Falcon Volume","7 days 45:09:00"
301,1364,"Family Sweet","31 days 65:45:00"
301,1369,"Family Sweet","21 days 26:13:00"
301,1370,"Family Sweet","15 days 47:53:00"
301,1366,"Family Sweet","14 days 63:55:00"
301,1368,"Family Sweet","11 days 24:35:00"
301,1371,"Family Sweet","8 days 22:30:00"
301,1367,"Family Sweet","7 days 39:17:00"
301,1365,"Family Sweet","6 days 20:44:00"
302,1374,"Fantasia Park","23 days 51:25:00"
302,1373,"Fantasia Park","19 days 31:52:00"
302,1376,"Fantasia Park","17 days 44:22:00"
302,1372,"Fantasia Park","13 days 46:57:00"
302,1375,"Fantasia Park","10 days 41:12:00"
302,1377,"Fantasia Park","2 days 04:58:00"
303,1381,"Fantasy Troopers","33 days 68:29:00"
303,1380,"Fantasy Troopers","23 days 47:40:00"
303,1383,"Fantasy Troopers","23 days 46:32:00"
303,1382,"Fantasy Troopers","20 days 72:35:00"
303,1379,"Fantasy Troopers","12 days 45:56:00"
303,1378,"Fantasy Troopers","12 days 31:00:00"
304,1388,"Fargo Gandhi","25 days 48:40:00"
304,1389,"Fargo Gandhi","19 days 47:05:00"
304,1385,"Fargo Gandhi","19 days 35:06:00"
304,1386,"Fargo Gandhi","12 days 47:37:00"
304,1387,"Fargo Gandhi","9 days 63:56:00"
304,1384,"Fargo Gandhi","4 days 46:04:00"
305,1392,"Fatal Haunted","27 days 55:42:00"
305,1393,"Fatal Haunted","26 days 52:53:00"
305,1396,"Fatal Haunted","24 days 50:40:00"
305,1395,"Fatal Haunted","20 days 51:28:00"
305,1391,"Fatal Haunted","19 days 36:30:00"
305,1394,"Fatal Haunted","16 days 42:09:00"
305,1390,"Fatal Haunted","3 days 27:50:00"
306,1398,"Feathers Metal","25 days 83:06:00"
306,1399,"Feathers Metal","25 days 32:40:00"
306,1397,"Feathers Metal","7 days 24:57:00"
307,1404,"Fellowship Autumn","36 days 48:29:00"
307,1402,"Fellowship Autumn","28 days 26:04:00"
307,1403,"Fellowship Autumn","22 days 51:19:00"
307,1405,"Fellowship Autumn","18 days 60:23:00"
307,1401,"Fellowship Autumn","14 days 48:18:00"
307,1400,"Fellowship Autumn","14 days 44:33:00"
308,1407,"Ferris Mother","19 days 66:29:00"
308,1408,"Ferris Mother","14 days 67:01:00"
308,1406,"Ferris Mother","14 days 66:58:00"
308,1409,"Ferris Mother","13 days 50:32:00"
309,1413,"Feud Frogmen","24 days 22:26:00"
309,1412,"Feud Frogmen","20 days 48:42:00"
309,1410,"Feud Frogmen","20 days 47:25:00"
309,1411,"Feud Frogmen","15 days 63:53:00"
309,1414,"Feud Frogmen","16 days 26:45:00"
309,1415,"Feud Frogmen","10 days 26:00:00"
310,1417,"Fever Empire","17 days 41:28:00"
310,1416,"Fever Empire","9 days 25:13:00"
311,1423,"Fiction Christmas","19 days 43:12:00"
311,1421,"Fiction Christmas","19 days 38:09:00"
311,1424,"Fiction Christmas","13 days 65:31:00"
311,1420,"Fiction Christmas","13 days 38:48:00"
311,1422,"Fiction Christmas","13 days 32:20:00"
311,1419,"Fiction Christmas","12 days 03:04:00"
311,1418,"Fiction Christmas","10 days 22:46:00"
312,1427,"Fiddler Lost","15 days 48:12:00"
312,1425,"Fiddler Lost","15 days 45:06:00"
312,1426,"Fiddler Lost","13 days 27:51:00"
313,1431,"Fidelity Devil","28 days 25:06:00"
313,1428,"Fidelity Devil","26 days 32:29:00"
313,1432,"Fidelity Devil","18 days 47:40:00"
313,1433,"Fidelity Devil","11 days 62:10:00"
313,1429,"Fidelity Devil","12 days 03:13:00"
313,1430,"Fidelity Devil","9 days 22:49:00"
314,1434,"Fight Jawbreaker","28 days 39:22:00"
314,1437,"Fight Jawbreaker","14 days 48:36:00"
314,1438,"Fight Jawbreaker","13 days 69:58:00"
314,1436,"Fight Jawbreaker","10 days 28:28:00"
314,1435,"Fight Jawbreaker","10 days 28:21:00"
314,1439,"Fight Jawbreaker","7 days 23:34:00"
315,1442,"Finding Anaconda","23 days 25:32:00"
315,1441,"Finding Anaconda","20 days 50:15:00"
315,1440,"Finding Anaconda","12 days 60:02:00"
316,1444,"Fire Wolves","21 days 32:37:00"
316,1443,"Fire Wolves","11 days 62:10:00"
317,1446,"Fireball Philadelphia","30 days 67:27:00"
317,1449,"Fireball Philadelphia","21 days 90:31:00"
317,1447,"Fireball Philadelphia","13 days 28:09:00"
317,1450,"Fireball Philadelphia","12 days 43:05:00"
317,1451,"Fireball Philadelphia","13 days 07:47:00"
317,1448,"Fireball Philadelphia","10 days 22:24:00"
317,1445,"Fireball Philadelphia","6 days 21:31:00"
319,1457,"Fish Opus","21 days 77:17:00"
319,1453,"Fish Opus","21 days 63:56:00"
319,1452,"Fish Opus","17 days 46:09:00"
319,1454,"Fish Opus","16 days 58:37:00"
319,1458,"Fish Opus","17 days 26:55:00"
319,1456,"Fish Opus","9 days 43:08:00"
319,1455,"Fish Opus","7 days 40:33:00"
320,1462,"Flamingos Connecticut","18 days 41:18:00"
320,1463,"Flamingos Connecticut","15 days 41:17:00"
320,1460,"Flamingos Connecticut","13 days 45:57:00"
320,1464,"Flamingos Connecticut","13 days 33:14:00"
320,1465,"Flamingos Connecticut","11 days 67:44:00"
320,1459,"Flamingos Connecticut","12 days 28:43:00"
320,1461,"Flamingos Connecticut","6 days 41:45:00"
321,1469,"Flash Wars","23 days 30:13:00"
321,1466,"Flash Wars","16 days 45:36:00"
321,1467,"Flash Wars","13 days 70:19:00"
321,1468,"Flash Wars","6 days 44:58:00"
322,1473,"Flatliners Killer","24 days 68:28:00"
322,1471,"Flatliners Killer","23 days 52:40:00"
322,1474,"Flatliners Killer","21 days 87:27:00"
322,1472,"Flatliners Killer","19 days 14:49:00"
322,1470,"Flatliners Killer","9 days 40:36:00"
322,1475,"Flatliners Killer","8 days 03:26:00"
323,1478,"Flight Lies","32 days 42:31:00"
323,1476,"Flight Lies","27 days 31:29:00"
323,1477,"Flight Lies","13 days 28:36:00"
323,1479,"Flight Lies","10 days 23:23:00"
324,1484,"Flintstones Happiness","28 days 29:03:00"
324,1481,"Flintstones Happiness","18 days 44:22:00"
324,1482,"Flintstones Happiness","17 days 37:43:00"
324,1480,"Flintstones Happiness","16 days 43:49:00"
324,1483,"Flintstones Happiness","9 days 40:06:00"
326,1489,"Flying Hook","31 days 45:19:00"
326,1486,"Flying Hook","21 days 44:03:00"
326,1490,"Flying Hook","20 days 47:46:00"
326,1488,"Flying Hook","18 days 49:26:00"
326,1485,"Flying Hook","7 days 25:27:00"
326,1487,"Flying Hook","6 days 38:57:00"
327,1496,"Fool Mockingbird","31 days 11:46:00"
327,1494,"Fool Mockingbird","28 days 52:39:00"
327,1492,"Fool Mockingbird","26 days 33:08:00"
327,1495,"Fool Mockingbird","13 days 68:42:00"
327,1491,"Fool Mockingbird","9 days 48:08:00"
327,1493,"Fool Mockingbird","6 days 40:20:00"
328,1498,"Forever Candidate","26 days 14:28:00"
328,1497,"Forever Candidate","17 days 44:44:00"
328,1500,"Forever Candidate","8 days 44:12:00"
328,1499,"Forever Candidate","4 days 27:09:00"
329,1505,"Forrest Sons","28 days 53:14:00"
329,1502,"Forrest Sons","17 days 48:07:00"
329,1503,"Forrest Sons","13 days 26:15:00"
329,1501,"Forrest Sons","13 days 20:56:00"
329,1504,"Forrest Sons","12 days 27:12:00"
329,1506,"Forrest Sons","8 days 04:40:00"
330,1513,"Forrester Comancheros","25 days 46:01:00"
330,1510,"Forrester Comancheros","24 days 48:54:00"
330,1511,"Forrester Comancheros","23 days 49:52:00"
330,1508,"Forrester Comancheros","19 days 25:14:00"
330,1509,"Forrester Comancheros","15 days 48:31:00"
330,1512,"Forrester Comancheros","14 days 40:37:00"
330,1507,"Forrester Comancheros","5 days 26:15:00"
331,1514,"Forward Temple","37 days 32:48:00"
331,1520,"Forward Temple","29 days 38:54:00"
331,1521,"Forward Temple","25 days 58:19:00"
331,1515,"Forward Temple","20 days 67:15:00"
331,1516,"Forward Temple","19 days 51:09:00"
331,1518,"Forward Temple","17 days 29:39:00"
331,1517,"Forward Temple","14 days 42:32:00"
331,1519,"Forward Temple","3 days 40:33:00"
333,1525,"Freaky Pocus","18 days 50:04:00"
333,1523,"Freaky Pocus","16 days 26:04:00"
333,1522,"Freaky Pocus","15 days 25:35:00"
333,1524,"Freaky Pocus","9 days 66:58:00"
334,1527,"Freddy Storm","26 days 22:08:00"
334,1531,"Freddy Storm","24 days 49:07:00"
334,1529,"Freddy Storm","18 days 62:10:00"
334,1526,"Freddy Storm","17 days 44:24:00"
334,1528,"Freddy Storm","15 days 31:32:00"
334,1530,"Freddy Storm","12 days 27:20:00"
335,1532,"Freedom Cleopatra","8 days 22:20:00"
335,1533,"Freedom Cleopatra","4 days 44:50:00"
336,1536,"French Holiday","19 days 70:53:00"
336,1534,"French Holiday","19 days 50:08:00"
336,1535,"French Holiday","18 days 35:21:00"
336,1538,"French Holiday","13 days 22:35:00"
336,1537,"French Holiday","9 days 43:05:00"
337,1539,"Frida Slipper","21 days 25:40:00"
337,1540,"Frida Slipper","16 days 08:43:00"
337,1542,"Frida Slipper","12 days 43:34:00"
337,1541,"Frida Slipper","1 day 44:22:00"
338,1544,"Frisco Forrest","22 days 43:33:00"
338,1543,"Frisco Forrest","17 days 43:55:00"
338,1545,"Frisco Forrest","6 days 20:59:00"
339,1546,"Frogmen Breaking","22 days 27:16:00"
339,1548,"Frogmen Breaking","14 days 31:13:00"
339,1547,"Frogmen Breaking","12 days 25:37:00"
340,1550,"Frontier Cabin","23 days 54:35:00"
340,1549,"Frontier Cabin","12 days 22:44:00"
341,1554,"Frost Head","25 days 68:48:00"
341,1553,"Frost Head","23 days 34:47:00"
341,1557,"Frost Head","22 days 28:45:00"
341,1551,"Frost Head","19 days 42:18:00"
341,1552,"Frost Head","16 days 29:12:00"
341,1556,"Frost Head","16 days 24:37:00"
341,1558,"Frost Head","15 days 30:17:00"
341,1555,"Frost Head","15 days 10:11:00"
342,1562,"Fugitive Maguire","21 days 46:09:00"
342,1561,"Fugitive Maguire","11 days 44:54:00"
342,1560,"Fugitive Maguire","4 days 37:18:00"
342,1559,"Fugitive Maguire","2 days 24:24:00"
343,1563,"Full Flatliners","9 days 20:27:00"
343,1564,"Full Flatliners","8 days 23:38:00"
344,1565,"Fury Murder","24 days 54:19:00"
344,1567,"Fury Murder","22 days 52:22:00"
344,1568,"Fury Murder","16 days 48:46:00"
344,1566,"Fury Murder","14 days 24:13:00"
344,1569,"Fury Murder","12 days 43:40:00"
345,1572,"Gables Metropolis","30 days 69:21:00"
345,1573,"Gables Metropolis","24 days 31:41:00"
345,1571,"Gables Metropolis","13 days 46:05:00"
345,1570,"Gables Metropolis","9 days 46:01:00"
345,1574,"Gables Metropolis","2 days 23:19:00"
346,1575,"Galaxy Sweethearts","18 days 67:38:00"
346,1577,"Galaxy Sweethearts","18 days 05:54:00"
346,1576,"Galaxy Sweethearts","10 days 39:41:00"
346,1578,"Galaxy Sweethearts","10 days 30:57:00"
346,1579,"Galaxy Sweethearts","8 days 25:06:00"
346,1580,"Galaxy Sweethearts","6 days 18:03:00"
347,1584,"Games Bowfinger","23 days 52:14:00"
347,1581,"Games Bowfinger","20 days 52:38:00"
347,1583,"Games Bowfinger","3 days 22:48:00"
347,1582,"Games Bowfinger","3 days 02:42:00"
348,1586,"Gandhi Kwai","26 days 82:15:00"
348,1588,"Gandhi Kwai","25 days 68:58:00"
348,1585,"Gandhi Kwai","20 days 51:34:00"
348,1587,"Gandhi Kwai","11 days 07:19:00"
349,1591,"Gangs Pride","25 days 47:28:00"
349,1590,"Gangs Pride","24 days 33:58:00"
349,1594,"Gangs Pride","13 days 54:58:00"
349,1592,"Gangs Pride","14 days 30:20:00"
349,1593,"Gangs Pride","13 days 22:00:00"
349,1589,"Gangs Pride","11 days 48:44:00"
349,1595,"Gangs Pride","10 days 29:15:00"
350,1602,"Garden Island","19 days 70:03:00"
350,1599,"Garden Island","16 days 29:12:00"
350,1597,"Garden Island","14 days 27:09:00"
350,1598,"Garden Island","11 days 43:48:00"
350,1596,"Garden Island","11 days 25:58:00"
350,1601,"Garden Island","9 days 05:58:00"
350,1600,"Garden Island","5 days 39:28:00"
350,1603,"Garden Island","5 days 24:16:00"
351,1607,"Gaslight Crusade","16 days 57:16:00"
351,1604,"Gaslight Crusade","16 days 30:55:00"
351,1606,"Gaslight Crusade","13 days 39:19:00"
351,1609,"Gaslight Crusade","6 days 07:02:00"
351,1608,"Gaslight Crusade","4 days 31:17:00"
351,1605,"Gaslight Crusade","1 day 27:26:00"
352,1613,"Gathering Calendar","17 days 100:02:00"
352,1611,"Gathering Calendar","12 days 27:07:00"
352,1610,"Gathering Calendar","6 days 20:56:00"
352,1612,"Gathering Calendar","5 days 19:45:00"
353,1618,"Gentlemen Stage","22 days 34:44:00"
353,1617,"Gentlemen Stage","20 days 67:38:00"
353,1619,"Gentlemen Stage","21 days 35:39:00"
353,1616,"Gentlemen Stage","17 days 63:26:00"
353,1615,"Gentlemen Stage","16 days 13:28:00"
353,1614,"Gentlemen Stage","13 days 47:00:00"
354,1621,"Ghost Groundhog","29 days 17:56:00"
354,1622,"Ghost Groundhog","21 days 46:55:00"
354,1623,"Ghost Groundhog","20 days 62:15:00"
354,1620,"Ghost Groundhog","18 days 24:39:00"
354,1624,"Ghost Groundhog","11 days 68:41:00"
355,1626,"Ghostbusters Elf","28 days 41:31:00"
355,1625,"Ghostbusters Elf","14 days 52:23:00"
356,1628,"Giant Troopers","23 days 64:50:00"
356,1632,"Giant Troopers","19 days 58:06:00"
356,1629,"Giant Troopers","21 days 08:54:00"
356,1631,"Giant Troopers","17 days 69:37:00"
356,1634,"Giant Troopers","10 days 22:23:00"
356,1630,"Giant Troopers","7 days 42:57:00"
356,1627,"Giant Troopers","5 days 26:31:00"
356,1633,"Giant Troopers","2 days 46:50:00"
357,1638,"Gilbert Pelican","20 days 24:11:00"
357,1637,"Gilbert Pelican","16 days 44:16:00"
357,1635,"Gilbert Pelican","13 days 20:34:00"
357,1636,"Gilbert Pelican","6 days 28:41:00"
358,1642,"Gilmore Boiled","27 days 71:11:00"
358,1639,"Gilmore Boiled","24 days 82:56:00"
358,1641,"Gilmore Boiled","23 days 67:01:00"
358,1644,"Gilmore Boiled","17 days 47:36:00"
358,1640,"Gilmore Boiled","17 days 28:35:00"
358,1645,"Gilmore Boiled","12 days 02:15:00"
358,1643,"Gilmore Boiled","9 days 49:02:00"
358,1646,"Gilmore Boiled","3 days 20:12:00"
360,1648,"Glass Dying","36 days 29:37:00"
360,1649,"Glass Dying","24 days 65:34:00"
360,1647,"Glass Dying","8 days 29:36:00"
360,1650,"Glass Dying","5 days 21:35:00"
361,1657,"Gleaming Jawbreaker","29 days 64:00:00"
361,1655,"Gleaming Jawbreaker","28 days 72:56:00"
361,1652,"Gleaming Jawbreaker","25 days 27:50:00"
361,1654,"Gleaming Jawbreaker","22 days 47:30:00"
361,1651,"Gleaming Jawbreaker","22 days 28:00:00"
361,1656,"Gleaming Jawbreaker","19 days 70:52:00"
361,1653,"Gleaming Jawbreaker","13 days 27:02:00"
361,1658,"Gleaming Jawbreaker","8 days 05:13:00"
362,1660,"Glory Tracy","11 days 08:26:00"
362,1659,"Glory Tracy","6 days 24:59:00"
363,1661,"Go Purple","19 days 32:36:00"
363,1666,"Go Purple","18 days 34:14:00"
363,1665,"Go Purple","16 days 62:13:00"
363,1662,"Go Purple","10 days 70:55:00"
363,1664,"Go Purple","9 days 23:34:00"
363,1663,"Go Purple","8 days 04:57:00"
364,1668,"Godfather Diary","13 days 21:30:00"
364,1669,"Godfather Diary","10 days 68:08:00"
364,1667,"Godfather Diary","8 days 43:44:00"
365,1670,"Gold River","28 days 44:12:00"
365,1672,"Gold River","18 days 34:31:00"
365,1673,"Gold River","11 days 27:10:00"
365,1671,"Gold River","10 days 24:56:00"
366,1675,"Goldfinger Sensibility","26 days 94:11:00"
366,1676,"Goldfinger Sensibility","22 days 30:11:00"
366,1677,"Goldfinger Sensibility","19 days 84:56:00"
366,1680,"Goldfinger Sensibility","14 days 29:06:00"
366,1679,"Goldfinger Sensibility","12 days 46:45:00"
366,1674,"Goldfinger Sensibility","9 days 47:21:00"
366,1678,"Goldfinger Sensibility","7 days 45:02:00"
367,1681,"Goldmine Tycoon","25 days 58:45:00"
367,1684,"Goldmine Tycoon","22 days 58:47:00"
367,1686,"Goldmine Tycoon","22 days 50:29:00"
367,1687,"Goldmine Tycoon","19 days 84:08:00"
367,1682,"Goldmine Tycoon","16 days 03:25:00"
367,1683,"Goldmine Tycoon","14 days 48:15:00"
367,1685,"Goldmine Tycoon","14 days 15:43:00"
368,1688,"Gone Trouble","31 days 64:25:00"
368,1689,"Gone Trouble","26 days 38:14:00"
369,1691,"Goodfellas Salute","28 days 38:50:00"
369,1696,"Goodfellas Salute","28 days 24:06:00"
369,1690,"Goodfellas Salute","22 days 21:15:00"
369,1697,"Goodfellas Salute","19 days 54:09:00"
369,1694,"Goodfellas Salute","18 days 46:34:00"
369,1695,"Goodfellas Salute","16 days 29:22:00"
369,1693,"Goodfellas Salute","12 days 43:50:00"
369,1692,"Goodfellas Salute","7 days 25:28:00"
370,1699,"Gorgeous Bingo","35 days 35:53:00"
370,1701,"Gorgeous Bingo","25 days 47:04:00"
370,1700,"Gorgeous Bingo","22 days 28:54:00"
370,1702,"Gorgeous Bingo","19 days 40:56:00"
370,1698,"Gorgeous Bingo","8 days 44:48:00"
371,1704,"Gosford Donnie","13 days 44:45:00"
371,1703,"Gosford Donnie","10 days 40:49:00"
371,1705,"Gosford Donnie","9 days 05:31:00"
372,1707,"Graceland Dynamite","18 days 44:18:00"
372,1706,"Graceland Dynamite","11 days 23:12:00"
373,1711,"Graduate Lord","28 days 87:54:00"
373,1708,"Graduate Lord","26 days 87:22:00"
373,1709,"Graduate Lord","8 days 40:08:00"
373,1710,"Graduate Lord","8 days 08:55:00"
373,1712,"Graduate Lord","5 days 22:09:00"
374,1718,"Graffiti Love","31 days 76:04:00"
374,1714,"Graffiti Love","19 days 49:25:00"
374,1715,"Graffiti Love","16 days 52:34:00"
374,1713,"Graffiti Love","14 days 69:17:00"
374,1719,"Graffiti Love","12 days 44:32:00"
374,1717,"Graffiti Love","9 days 89:03:00"
374,1716,"Graffiti Love","6 days 46:47:00"
375,1721,"Grail Frankenstein","27 days 58:59:00"
375,1720,"Grail Frankenstein","21 days 63:40:00"
376,1724,"Grapes Fury","20 days 27:07:00"
376,1728,"Grapes Fury","18 days 32:25:00"
376,1725,"Grapes Fury","12 days 71:48:00"
376,1726,"Grapes Fury","11 days 67:43:00"
376,1723,"Grapes Fury","10 days 18:33:00"
376,1722,"Grapes Fury","6 days 42:53:00"
376,1727,"Grapes Fury","2 days 01:42:00"
377,1730,"Grease Youth","21 days 25:55:00"
377,1731,"Grease Youth","20 days 48:32:00"
377,1729,"Grease Youth","13 days 68:42:00"
